zip,pct_dis,pct_dis_pop18_64,pct_dis_pop65over,age_adj_dis18_64,age2_adj_dis18_64
28031,7.4,5.7,28.8,-3.586074,-1.119831
28032,12.7,8.6,52.9,-1.598222,-1.468488
28033,17.3,11.4,41.8,2.212023,-.4620701
28034,19,18.5,40,9.379858,10.44825
28035,7.6,5.5,28.8,-2.476012,-.4063764
28036,7.6,5.5,28.8,-2.476012,-.4063764
28037,9.6,8.3,25,-1.423416,-.8958036
28038,16.9,17.5,52.5,8.404002,9.969398
28039,46,51.9,50,37.06928,29.87954
28040,20.1,15.9,50.9,5.696273,7.102827
28041,16.1,15,39.9,4.532286,4.762999
28042,17.1,14.7,41.7,4.965987,6.402843
28043,21.2,21.4,43.3,10.81013,9.810493
28052,17.3,17.7,42.5,8.064261,6.618279
28053,17.3,17.7,42.5,8.064261,6.618279
28054,17.9,16.4,44.2,6.271969,5.178299
28055,17.9,16.4,44.2,6.271969,5.178299
28056,13.3,11.7,39.8,2.130811,2.442201
28070,6.8,6.2,31.3,-.9346588,-.0169538
28071,24.8,18.9,51.9,8.879508,10.07114
28072,13.1,19.2,19.7,8.664772,5.354764
28073,16.9,17.5,52.5,8.404002,9.969398
28074,19.8,16.6,41.7,5.46969,5.637603
28075,7.9,5.1,35.5,-1.409351,-1.900997
28076,34.5,45.7,40.5,36.83217,38.87835
28077,34.6,31.1,89.8,19.82273,23.19503
28078,6.8,6.2,31.3,-.9346588,-.0169538
28079,8.2,6.8,31,.1704491,.6131933
28080,15.3,15.5,43.4,6.049408,7.37975
28081,12.7,11,41.6,1.270077,-.015729
28082,12.7,11,41.6,1.270077,-.015729
28083,12.2,8.8,38.1,-1.336781,-2.285165
28086,18,17.1,39.8,7.194147,7.421253
28088,10.3,6.4,31.8,-5.054703,-5.188448
28089,5.8,0,66.7,-10.14117,-9.699957
28090,17.1,14.7,41.7,4.965987,6.402843
28091,25.1,24.4,44.4,11.55475,8.188557
28092,16.9,15.4,42.3,5.659215,6.655469
28093,16.9,15.4,42.3,5.659215,6.655469
28097,15.7,14.1,32,4.136295,3.523259
28098,20.1,18.5,49.7,9.025828,8.426295
28101,19.3,11.9,50,1.913735,2.485428
28102,23.8,15.8,45.5,7.438493,7.909907
28103,13,10,38.3,.0423117,-2.546113
28104,7.1,5.1,30.3,-2.407084,-.6117586
28105,7.7,5.8,27.4,-3.170259,-1.775603
28106,7.7,5.8,27.4,-3.170259,-1.775603
28107,9.7,7.7,28.3,-2.626591,-.2384518
28108,0,0,,-10.93254,-.1035118
28109,8.6,8.2,33.3,-.7089556,-3.545053
28110,10.1,9.2,35.6,1.05677,.1996338
28111,11.4,9.6,36,-.0023417,.1051432
28112,11.4,9.6,36,-.0023417,.1051432
28114,21.6,17.8,44,7.559079,6.737914
28115,10.7,8.1,38.5,-.2785114,.0370689
28117,7.2,5.5,27.8,-2.412748,-.7658114
28119,19.7,20.3,41.3,10.10745,10.67454
28120,14.6,12,40.5,2.742337,2.562248
28123,7.2,5.5,27.8,-2.412748,-.7658114
28124,15.3,10.9,50.3,2.125515,2.683356
28125,9.4,8.3,27.5,-1.272363,-2.703763
28126,8.4,6.8,39.5,-2.052139,-.8638589
28127,15.9,15.5,33.9,4.605493,6.879876
28128,21.5,17.7,41.7,6.391935,6.376364
28129,18.1,15.8,38.9,5.614559,3.100091
28130,10.2,10,35.2,1.726611,1.559176
28133,19.7,16.6,42.7,6.114378,4.582299
28134,12.5,9.4,49.1,.3476137,-.4697586
28135,16.6,12.4,46.6,3.739105,7.859653
28136,17.3,14.9,44.1,3.983407,3.537275
28137,20.6,17,41.1,6.834528,9.362869
28138,24.1,21.2,47.5,11.13698,10.90607
28139,19.8,16.6,41.7,5.46969,5.637603
28144,17,15.6,40.3,4.093496,3.300821
28145,17,15.6,40.3,4.093496,3.300821
28146,16.1,15,39.9,4.532286,4.762999
28147,12.9,12.1,42,2.193147,.430636
28150,17.3,14.9,44.1,3.983407,3.537275
28151,17.3,14.9,44.1,3.983407,3.537275
28152,15.3,13.1,43.6,2.699868,2.423
28159,14.8,13.8,35.1,3.15441,-.3680536
28160,26.7,22.3,55.3,12.32485,8.964005
28163,10.3,9.5,33.9,.8114586,.5165873
28164,16.8,14.4,39.8,4.77377,6.183075
28166,13.2,8,43.3,-1.951911,-.7970819
28167,16.3,16.2,29.8,3.634418,2.686717
28168,15.3,14.4,35.6,4.093849,6.364642
28169,17.3,21.6,50,10.7536,6.996225
28170,19,17.9,45.3,6.695545,5.357305
28173,6.2,5.8,25.2,1.102775,2.211686
28174,11.6,9.7,50.2,.1642706,.4797842
28202,8,5.5,43.5,-5.495089,2.18359
28203,9.5,7.1,39.1,-4.038142,-1.158138
28204,9,7.4,54.7,-3.854192,-1.455967
28205,11.9,11.1,45.6,1.3733,.8335921
28206,15.1,13.9,55.3,4.032497,3.883725
28207,5.8,2.9,24.1,-6.695193,-3.856286
28208,17.2,18,44.2,8.012136,6.291656
28209,8,5.4,36.7,-4.744569,-1.675305
28210,9.3,6,37.6,-4.183854,-3.026589
28211,9.2,7,30.1,-2.752431,-2.504692
28212,7.9,7.4,37.9,-2.154936,-2.141732
28213,8.4,6.8,39.5,-2.052139,-.8638589
28214,10.2,10,35.2,1.726611,1.559176
28215,10.1,9.5,34.8,.7992525,.0605736
28216,11,9.8,40.7,1.194906,.7772129
28217,11.1,11.1,28.6,.6336094,1.685701
28218,11.9,11.1,45.6,1.3733,.8335921
28219,17.2,18,44.2,8.012136,6.291656
28220,8,5.4,36.7,-4.744569,-1.675305
28221,7.9,6.5,41.3,-1.470907,-.5710001
28222,9.2,7,30.1,-2.752431,-2.504692
28223,8.4,6.8,39.5,-2.052139,-.8638589
28224,11.1,11.1,28.6,.6336094,1.685701
28226,8,5.3,25,-5.234186,-4.533082
28227,9.3,7.8,30.7,-1.442523,-.4528496
28228,17.2,18,44.2,8.012136,6.291656
28229,7.9,7.4,37.9,-2.154936,-2.141732
28241,9.1,7.8,38.1,-.7106563,-.103245
28242,8,5.5,43.5,-5.495089,2.18359
28243,17.2,18,44.2,8.012136,6.291656
28246,8,5.5,43.5,-5.495089,2.18359
28247,8,5.3,25,-5.234186,-4.533082
28250,9,7.4,54.7,-3.854192,-1.455967
28253,7.9,6.5,41.3,-1.470907,-.5710001
28254,17.2,18,44.2,8.012136,6.291656
28255,9,7.4,54.7,-3.854192,-1.455967
28256,8.4,6.8,39.5,-2.052139,-.8638589
28258,17.2,18,44.2,8.012136,6.291656
28260,17.2,18,44.2,8.012136,6.291656
28262,5,4.9,23.8,-4.509841,-2.954948
28263,8,5.5,43.5,-5.495089,2.18359
28265,17.2,18,44.2,8.012136,6.291656
28266,17.2,18,44.2,8.012136,6.291656
28269,7.9,6.5,41.3,-1.470907,-.5710001
28270,5.4,3.3,26.9,-6.14708,-5.465359
28271,8,5.5,43.5,-5.495089,2.18359
28272,17.2,18,44.2,8.012136,6.291656
28273,9.1,7.8,38.1,-.7106563,-.103245
28274,8,5.4,36.7,-4.744569,-1.675305
28275,17.2,18,44.2,8.012136,6.291656
28277,5.3,3.7,25.4,-4.185699,-1.989928
28278,6.6,5.5,27.6,-2.536246,-1.590621
28281,8,5.5,43.5,-5.495089,2.18359
28285,8,5.5,43.5,-5.495089,2.18359
28287,9.3,6,37.6,-4.183854,-3.026589
28288,8,5.5,43.5,-5.495089,2.18359
28289,17.2,18,44.2,8.012136,6.291656
28290,17.2,18,44.2,8.012136,6.291656
28296,17.2,18,44.2,8.012136,6.291656
28297,11,9.8,40.7,1.194906,.7772129
28299,11.9,11.1,45.6,1.3733,.8335921
28301,18.6,17.6,47,6.920119,5.244473
28302,18.6,17.6,47,6.920119,5.244473
28303,16.3,14.4,40,3.249972,3.34917
28304,15,13.8,44.1,3.199426,2.555015
28305,15.4,14.2,33.8,1.679299,.2561476
28306,14.1,14.4,43.2,5.613254,5.694482
28307,3.8,6.2,,-4.184054,-6.342512
28308,0,0,,-9.288081,-1.074357
28309,11.9,11.2,41,.2166855,.8756716
28311,13.7,12.8,41.3,2.292971,2.350596
28312,20.7,19.3,47.2,8.650413,9.002617
28314,11.9,11.2,41,.2166855,.8756716
28315,14.2,11,41.5,.2162294,-.977169
28318,25.5,27.5,56.2,16.98314,16.93017
28319,19.4,18.5,53.1,8.036577,9.297591
28320,21.8,19.5,56.8,8.141096,7.578345
28323,17,12.9,59.9,3.481261,1.781298
28325,18.6,16.8,67.9,6.552676,-1.460315
28326,12,14.6,31.1,5.969494,3.17559
28327,13.6,12.9,34.6,2.438682,2.27481
28328,18.1,16,48.4,5.56984,3.135992
28329,18.1,16,48.4,5.56984,3.135992
28330,22.4,18.4,100,7.25341,3.749811
28331,14.1,14.4,43.2,5.613254,5.694482
28332,20.4,5.8,44.6,-3.203251,-1.61117
28333,16,17.3,26.1,6.495953,4.69753
28334,17,14.5,44.5,4.12172,3.811744
28335,17,14.5,44.5,4.12172,3.811744
28337,23.1,19.2,52.4,7.738884,5.292786
28338,18.6,20.9,37.6,10.76606,10.07476
28339,19.5,16.1,51.9,5.807198,4.245702
28340,26,20.3,61.9,8.143711,7.611379
28341,19.9,16.2,52.3,6.281906,5.605837
28342,13.5,6.8,71.9,-3.665331,-3.849616
28343,17.6,21.4,35.4,10.34477,8.057363
28344,11.8,11,40.5,1.260807,1.560137
28345,25.4,25.6,53.4,15.04616,11.33841
28347,15.3,12.9,36.6,4.736419,8.163854
28348,13.3,13,48.1,4.439079,3.80495
28349,18.4,11.5,68.1,.8589182,1.884544
28350,5.8,11.5,0,-1.00185,-2.240949
28351,24.8,26.8,47.6,16.91767,15.2521
28352,19.9,19.5,43.4,8.435714,7.140222
28353,19.9,19.5,43.4,8.435714,7.140222
28355,12.8,11.3,37.1,1.554976,-.1808292
28356,19.2,18.6,41.8,9.345642,11.51431
28357,16.4,13.7,56.2,3.524138,2.29901
28358,14.3,13.1,47.2,2.680938,2.045719
28359,14.3,13.1,47.2,2.680938,2.045719
28360,14,14.4,44.1,4.277825,2.577519
28362,26,20.3,61.9,8.143711,7.611379
28363,17.3,19.2,40.4,5.542508,5.515604
28364,19.6,20.6,51,10.30192,5.772071
28365,15.3,11.4,49.4,.5831817,-1.00674
28366,15.7,11.9,50.4,1.977838,-.8191496
28367,17.5,20.8,0,7.224646,15.96977
28368,12.8,11.3,37.1,1.554976,-.1808292
28369,19.4,18.5,53.1,8.036577,9.297591
28370,15.5,8.8,26.1,-4.493062,-6.480256
28371,13.4,12.7,54.3,3.393295,2.789294
28372,18.6,15.5,57.9,5.708718,3.85514
28373,9.5,6.2,38.6,-4.348586,-1.749758
28374,15.5,8.8,26.1,-4.493062,-6.480256
28375,18.1,16.7,39.4,6.445475,-.733012
28376,13.9,14.6,52.1,4.729839,2.988039
28377,18,17.4,62.9,6.67182,5.392991
28378,16.4,13.7,56.2,3.524138,2.29901
28379,18.4,16.9,43,6.243076,5.468795
28380,18.4,16.9,43,6.243076,5.468795
28382,23.4,21.7,49.6,10.76258,10.48228
28383,22.7,22.7,50.3,11.91054,12.36444
28384,19.7,21.7,44.8,11.32725,10.36531
28385,24.4,24.4,47.9,13.50276,12.66377
28386,12.5,14.3,31.6,5.634325,3.219634
28387,16.8,15.1,30.2,2.831275,2.139494
28388,16.8,15.1,30.2,2.831275,2.139494
28390,12.2,12.5,44.6,2.618737,1.842416
28391,15.7,17.4,33.8,7.258638,9.054969
28392,26.1,12.6,57.6,-.0349068,-3.712868
28393,12.7,9.2,43.3,-.7910269,-2.653343
28394,19.3,10.8,40.3,.0002716,-2.112893
28395,17.5,14.7,53.3,4.650514,1.955421
28396,22,24.6,36.5,13.07287,9.852799
28398,16.4,10.3,53.8,-.4444153,-2.220596
28399,21.7,19.1,54.2,8.909519,2.831672
28401,18,15.7,49.2,4.521341,5.812944
28402,18,15.7,49.2,4.521341,5.812944
28403,11.8,9.2,40.1,-1.259726,.4873278
28404,10.5,6.5,32.7,-3.089177,-2.354818
28405,13.2,11.1,34.6,-.0594305,1.849769
28406,11.8,9.2,40.1,-1.259726,.4873278
28407,13.2,11.1,34.6,-.0594305,1.849769
28408,14.3,12.5,32.7,1.797846,2.778752
28409,10.5,7,34.8,-3.435143,-2.929824
28410,14.3,12.5,32.7,1.797846,2.778752
28411,10.5,6.5,32.7,-3.089177,-2.354818
28412,14.3,12.5,32.7,1.797846,2.778752
28420,20.4,18.8,60.7,8.731324,8.992311
28421,24,23.2,51.8,11.02584,11.55733
28422,17,16,34.3,2.926456,2.944423
28423,16.3,14.8,43,3.442892,3.510028
28424,39.7,40,38.5,32.06054,19.57642
28425,19.3,18.2,46.8,7.499714,7.539374
28428,10.8,9.4,27.2,-2.673934,-.0106503
28429,14.9,12.8,47.9,2.005986,3.62202
28430,25.7,19.5,56.1,8.592452,5.374994
28431,20.7,16.1,58.4,4.636831,2.73067
28432,16.3,19.4,33.2,8.52659,8.957462
28433,23.6,18.3,56.5,7.046909,7.839268
28434,16.3,9.7,47.8,-3.700948,-2.795749
28435,24.2,23.2,54.5,10.63006,8.201274
28436,15.6,15.3,42.2,4.619597,4.145959
28438,24.4,21.3,47.2,8.37505,6.514855
28439,20.5,13.8,54,1.137108,2.768953
28441,22.6,21,55.9,9.786385,5.481933
28442,17.8,11.1,35.1,-.6736015,-.448295
28443,13.1,11.8,32.1,1.773178,2.635146
28444,19.9,19.7,37.2,7.912342,4.728687
28445,14.7,12.2,34.5,-.2417419,2.451638
28447,18.1,10.3,59.5,-2.83242,-4.007587
28448,21.9,23.5,33.7,10.30235,9.399174
28449,11.1,9.4,18,-5.774919,-4.206472
28450,21.1,18.6,40.7,5.770856,6.999032
28451,16.1,16.8,30.8,5.406769,5.503139
28452,8.6,3,50,-8.132849,-9.959452
28453,7.9,4.1,41.4,-7.003379,-7.19806
28454,24.2,31.3,31.2,19.96561,18.12311
28455,17.5,14.2,55.1,3.82298,4.738711
28456,20.2,16.7,47.6,5.628336,4.18914
28457,17.8,17.3,39.4,7.350705,7.628714
28458,18.8,19.1,46.9,8.424015,7.480118
28459,18.2,14.1,41.6,2.605534,3.194363
28460,12.6,8.2,40.4,-3.255111,-4.051538
28461,13.7,13,20.3,-1.895578,-1.852377
28462,21.1,19.2,34.6,5.791383,5.392591
28463,28.1,26,58.1,15.8801,15.9711
28464,8.7,7.4,57.7,-3.535361,-5.820936
28465,13,10.9,22.1,-3.482699,-3.158716
28466,20.5,18.2,44.5,6.669553,6.945439
28467,20.8,12.9,33.6,-4.849256,-4.571435
28468,17,10.6,24.7,-9.558578,-10.27744
28469,16.5,14.1,25.7,-1.225149,.6372248
28470,18.2,14.1,41.6,2.605534,3.194363
28472,17.5,17.4,36.1,6.399373,5.150093
28478,22.9,21,47.8,10.17301,9.190561
28479,11,6.9,31.8,-4.31579,-7.822088
28480,6.9,4.9,25.1,-7.273909,-2.031988
28501,22.6,20.7,50.9,8.501122,6.639102
28502,22.6,20.7,50.9,8.501122,6.639102
28503,20.6,17.3,45.5,5.567786,5.399026
28504,20.6,17.3,45.5,5.567786,5.399026
28508,8.7,8.7,19,-1.259013,-6.681137
28509,19.8,18.2,42.9,7.369368,6.53176
28510,19.4,11.6,39.9,-3.992691,-4.736392
28511,29.2,21.5,63.2,9.387177,6.919633
28512,15.2,10.6,26.5,-4.8208,-3.520919
28513,16.4,12.7,45.2,1.584914,.2369635
28515,19.8,18.2,42.9,7.369368,6.53176
28516,19.3,19.1,34.3,6.721411,8.47295
28518,15.6,14.3,48.4,3.841893,2.519339
28519,17.7,10.3,46.8,-1.047602,-1.587346
28520,17.1,18.1,37.3,7.370471,6.604087
28521,24.6,21.7,51.9,10.72179,10.62772
28522,22.1,17.6,49.5,5.784179,5.304961
28523,29.6,25.7,62.5,13.78373,13.60415
28524,14,10.8,22.7,-1.128621,-7.053102
28525,23,23.5,49.2,13.13128,11.95618
28526,22.6,20,51.7,8.048453,5.095932
28527,26.8,26.1,43.7,15.46312,14.68886
28528,17,9.4,60.8,-.6750304,4.64175
28529,14.6,11.3,43.2,-.1383945,5.247347
28530,20.5,18,49.4,7.33634,5.160235
28531,33.3,34.2,53.7,18.55458,16.10683
28532,14.1,15,42.2,4.405669,3.630221
28537,6.3,11,0,-4.380034,-11.53728
28538,25.9,27.8,52.6,16.39836,14.67266
28539,15.2,16.9,37.1,6.798707,5.821619
28540,14.4,14.3,45.6,4.144512,3.977216
28541,15.6,15.2,47.4,4.987709,4.793609
28542,8.7,8.7,,-.1113584,.8525431
28543,2.5,3.6,,-8.669693,-9.534229
28544,9.2,11.7,17.3,1.226259,1.804296
28545,8.7,8.7,,-.1113584,.8525431
28546,15.6,15.2,47.4,4.987709,4.793609
28547,8.7,8.7,,-.1113584,.8525431
28551,19.7,17.2,42.6,6.355448,6.206902
28552,26.6,19.8,47.2,9.681341,16.36488
28553,37.4,43.5,38.1,30.21536,29.76899
28554,40.1,38.5,48,30.7982,29.06599
28555,19.1,16.1,54.9,4.559827,4.533569
28556,15.3,9.6,40.8,-5.88359,-7.529732
28557,15.3,10.6,35.3,-1.659088,-1.422243
28560,19.2,16.9,43.2,4.683471,4.914955
28561,15.5,12.1,37,.0068213,-.7930139
28562,15.5,12.1,37,.0068213,-.7930139
28563,19.2,16.9,43.2,4.683471,4.914955
28564,19.2,16.9,43.2,4.683471,4.914955
28570,18.7,16.8,43.3,5.826132,6.641211
28571,20.1,14.5,37.3,-2.568375,-2.025093
28572,20.2,22.6,33,12.37521,11.1964
28573,24.1,20.7,47.5,7.472535,6.719868
28574,15.1,15.5,52.2,5.544304,4.990882
28575,39.7,37.4,40.7,22.46366,24.39231
28577,21.5,14.7,46.4,2.965718,-5.6442
28578,13.8,13.5,62.6,4.104282,5.056778
28579,15.6,14.8,38.1,2.995822,13.63522
28580,17.7,16.4,41.4,5.730919,5.780081
28581,18.3,0,66.7,-15.21632,-15.12987
28582,24.4,12.8,68.8,2.101231,3.364112
28583,10.7,14.9,25,3.216412,7.776902
28584,16.5,13.6,40.5,2.421777,2.011762
28585,22.1,17.6,49.5,5.784179,5.304961
28586,22.6,23.2,40.4,13.28384,13.22904
28587,23.6,22.7,61.4,10.61387,10.13475
28589,4.8,6,0,-3.910696,4.204243
28590,7.3,6,29.4,-3.200972,-3.18676
28594,12.4,6.1,31.8,-7.918702,-4.912685
28601,11.5,9.2,33.6,-.954954,-1.309269
28602,14.3,12.1,41.1,2.569458,2.873222
28603,14.3,12.1,41.1,2.569458,2.873222
28604,15.1,12.1,29.8,.405789,.2616354
28605,12.6,8,29.4,-4.773467,-3.188351
28606,14.2,12.5,47.3,1.293645,.3316593
28607,8.3,5.8,37.8,-4.549399,-3.369925
28608,8.3,5.8,37.8,-4.549399,-3.369925
28609,14,11.7,33,2.088457,2.892285
28610,13.8,12.2,48.6,2.679726,2.32071
28611,15.3,16.6,49.3,6.129213,11.98579
28612,19,17,48.7,7.660589,5.963167
28613,14.1,12.9,35,2.990689,2.337652
28615,22.5,19.8,41.1,7.367806,2.444251
28616,7.4,6.2,59.1,-5.979548,-5.63723
28617,10,9.1,28.2,-2.909384,-3.701169
28618,11.5,6.5,34.3,-4.270514,-3.590038
28619,24.7,22,63.4,11.22683,10.04261
28621,18,17.3,34,7.07289,6.152692
28622,16.6,8.8,43.1,-1.929204,-5.391448
28623,28,23.4,47.1,11.70691,9.567408
28624,28.9,31.9,36.1,19.51784,18.37456
28625,14.1,13.2,32.9,2.768875,2.401481
28626,13.8,12.1,35.6,.5681006,4.00222
28627,19,19.5,39,9.212733,8.84691
28628,14.5,16.1,23.8,6.724761,15.03456
28629,0,0,,-9.50578,-9.33595
28630,16.9,12.5,52.6,3.211835,3.998297
28631,7.1,8.8,9.5,-3.119209,-5.345757
28633,19.7,18.2,43.5,8.036962,7.718751
28634,21.6,17.2,50.6,6.900894,4.864959
28635,17.8,14,69.3,3.889332,4.838245
28636,25.2,23.1,49,13.47842,13.19687
28637,21,17.4,49,7.243775,8.37722
28638,17.7,18.1,34.8,8.644789,9.84415
28640,14.3,12.5,32,.8252697,-3.476321
28641,21,14.9,52.1,3.525473,4.264328
28642,16.4,15,45.4,4.275379,2.251697
28643,20.7,15.8,41.9,4.137312,5.188434
28644,16.3,19.9,18.3,7.580772,3.366961
28645,19.7,18.2,43.5,8.036962,7.718751
28646,20.2,16.3,42.1,4.587547,4.64098
28647,7.9,7,100,-9.512722,-18.60767
28649,25.7,32.3,35.6,21.01718,23.26878
28650,14.9,13.3,41.5,3.975539,5.007464
28651,16.5,15.1,36.1,4.398768,4.192857
28652,0,0,,-15.74863,-17.42296
28653,21,14.9,52.1,3.525473,4.264328
28654,16.6,15.4,34.7,4.379117,6.396178
28655,20,18.2,41.9,7.546749,6.717884
28656,19.5,17.5,41.9,6.821994,4.835469
28657,21,14.9,52.1,3.525473,4.264328
28658,15,14,36.3,4.025423,3.250223
28659,19.5,17.5,41.9,6.821994,4.835469
28660,14.4,16.5,14,6.96097,6.808466
28661,19.7,18.2,43.5,8.036962,7.718751
28662,0,0,,-6.110721,-19.85032
28663,16.9,12.5,50,-.7211351,-1.732411
28664,21,14.9,52.1,3.525473,4.264328
28665,16.7,14.1,35.5,3.683456,1.41996
28666,0,0,0,-9.664784,-1.093284
28667,21.1,19.9,67.1,9.774217,8.007172
28668,35.6,28,89.5,12.48434,16.66418
28669,17.8,12.6,50.8,3.146971,2.928053
28670,18.2,17.9,32.8,8.355154,4.131464
28671,39.8,34.4,62.3,20.83414,16.5353
28673,9.9,9.9,22.4,-.4282814,1.859578
28675,18.2,15.1,42,3.440929,1.841639
28676,18.4,12.5,41.7,.9961872,-1.508183
28677,14.8,13.8,35,3.821688,3.392523
28678,21.9,24.9,34,15.38851,12.77248
28679,14.5,10.6,39.4,-1.108835,-1.153515
28680,20,18.2,41.9,7.546749,6.717884
28681,15,12.9,37.7,2.78056,3.455503
28682,13.7,0,43.9,-12.56983,-7.764186
28683,28.8,32.8,44.4,20.37143,20.89859
28684,16.6,14.6,27.5,3.227498,5.190979
28685,17.4,16.3,30.4,6.391738,5.947681
28687,14.8,13.8,35,3.821688,3.392523
28688,14.1,13.2,32.9,2.768875,2.401481
28689,11.7,10.6,41.5,-.9509805,2.040159
28690,17.8,11.9,44.3,1.327892,1.238157
28691,14.5,10.6,39.4,-1.108835,-1.153515
28692,12.7,7.4,39.3,-3.850564,-1.507084
28693,14.6,11.2,37.7,-.3738592,-3.044437
28694,18,11.2,44.5,-.3224543,1.633472
28697,18.5,16,41.7,4.536675,5.44727
28698,12.4,10.4,31.2,.1596045,1.266205
28699,14.1,13.2,32.9,2.768875,2.401481
28701,20.2,14.3,53.3,4.318906,7.596387
28702,10.5,5.1,42.3,-9.193668,-7.042921
28704,12.9,10.3,40.7,.2860716,.9411514
28705,22.7,17.3,51,5.598542,4.968169
28707,20,0,66.7,-17.24411,-1.847566
28708,9.3,1.9,43,-6.557515,-.7499195
28709,21.8,18.1,49.2,6.350213,9.067184
28710,15.2,10.2,39,-.3783816,-1.636798
28711,17.9,16.6,34.9,4.761039,2.959287
28712,17.1,12.5,32.9,-.1351843,-2.192339
28713,16.4,11.8,42.1,-.1412308,-2.413279
28714,19.3,16.3,40.3,4.651998,3.50393
28715,14.4,11.4,36.5,1.240766,1.426896
28716,15.6,12.7,37.8,2.306232,1.337389
28717,11.6,12.6,15.6,-1.707729,-1.825798
28718,37.8,35.6,55.1,23.61319,25.84391
28719,10.5,8.9,32.9,-1.02667,-2.927173
28720,14.4,15.1,20,-1.693259,-5.239604
28721,16.1,15.6,30,5.112751,7.122715
28722,16.5,12.6,33.5,.8443371,.4901739
28723,9.2,7.2,41.6,-2.821228,-1.113354
28724,15.2,10.2,39,-.3783816,-1.636798
28725,12.1,12.1,,4.039971,17.10151
28726,26.1,32.4,51.4,21.8451,18.83075
28727,15.2,10.2,39,-.3783816,-1.636798
28728,14.4,11.4,36.5,1.240766,1.426896
28729,12.2,14.1,13.9,1.22136,-.5058655
28730,7.6,6.2,19.2,-5.258115,-4.306122
28731,18,17.8,24.8,5.636174,4.460697
28732,12.4,9.7,36.3,-.4901188,.4983007
28733,75.6,100,100,83.48413,85.85802
28734,19.7,15.1,37.9,2.687959,1.324452
28735,12.7,22.2,0,9.212253,13.7359
28736,11.8,6.6,33.8,-8.048656,-5.137466
28737,22.5,21.7,46.8,11.32902,10.44679
28738,16.6,13.8,31.6,2.08018,.3132294
28739,16.2,12.4,27.3,-.4125763,-1.406732
28740,24.8,25.2,55.2,14.55912,17.18093
28741,12.3,7.6,22.2,-7.437834,-7.794892
28742,19.8,22.4,29.3,11.64881,11.27294
28743,26.3,23.3,46.7,11.18474,10.18339
28744,19.7,15.1,37.9,2.687959,1.324452
28745,8.5,0,18.5,-14.82068,-18.61219
28746,14.6,11.8,18.5,-4.131714,-4.690564
28747,18,13,40.7,.2044525,.1295605
28748,18.5,18.2,36.6,7.805293,7.893704
28750,18,12.6,34,-.7143139,-2.284067
28751,20.8,19,29.8,4.518128,3.686423
28752,22.5,21.7,46.8,11.32902,10.44679
28753,16.9,14.3,39.9,3.342328,2.922163
28754,13.4,11,32.1,-.1045332,-.6544895
28755,19.3,16.3,40.3,4.651998,3.50393
28756,15.2,15,31.1,4.008641,4.735415
28757,19.3,0,40.3,-17.87626,-20.36166
28758,17.5,13.1,30,.6551253,.4792
28759,14.2,12.2,30.3,.9052088,.1841108
28760,17.5,13.1,30,.6551253,.4792
28761,23.9,24.9,41.5,14.1757,13.344
28762,23.6,21,52.1,10.00886,11.24201
28763,10.1,7,30.7,-6.324591,-7.431762
28765,21.8,16.2,49.5,6.192599,8.131537
28766,12.8,11.2,27.5,-1.929476,-.3926228
28768,16.4,14.5,31.3,1.610935,1.349067
28770,17.9,16.6,34.9,4.761039,2.959287
28771,13.1,8.2,38.6,-3.507483,-5.349704
28772,29,11.5,69.7,1.238187,4.086186
28773,10.6,9.1,19,-3.255345,-3.929545
28774,22.2,4.4,43.5,-11.82462,-12.78651
28775,5.8,4,19.2,-10.6291,-13.40806
28776,12.9,10.3,40.7,.2860716,.9411514
28777,21.8,16.2,49.5,6.192599,8.131537
28778,14.1,11.3,46.7,.0792616,1.023832
28779,14.9,13,34.4,1.200513,1.059653
28781,14.6,5.8,36.8,-8.820992,-4.455894
28782,18,12.6,34,-.7143139,-2.284067
28783,20.7,8.7,40.8,-1.902339,-1.810223
28784,14.6,10.5,39.3,-1.51893,-2.068808
28785,10.4,7.7,23.8,-4.001796,-4.157511
28786,16.6,13.8,31.6,2.08018,.3132294
28787,13,9,33.9,-2.38698,-2.102025
28788,14.9,13,34.4,1.200513,1.059653
28789,17.1,16,38.4,4.347457,3.758241
28790,14.6,10.5,39.3,-1.51893,-2.068808
28791,17.5,13.1,30,.6551253,.4792
28792,15.2,10.2,39,-.3783816,-1.636798
28793,16.2,12.4,27.3,-.4125763,-1.406732
28801,14.1,12.3,42.7,.9589823,2.863889
28802,14.1,12.3,42.7,.9589823,2.863889
28803,13.3,9.4,36.5,-1.696438,-1.594555
28804,11.5,8.3,30.2,-3.724015,-2.233769
28805,18.4,14.8,36.2,2.364256,1.856567
28806,12.4,10.4,39.7,-.1786848,-.7377363
28810,12.4,10.4,39.7,-.1786848,-.7377363
28813,13.3,9.4,36.5,-1.696438,-1.594555
28814,11.5,8.3,30.2,-3.724015,-2.233769
28815,18.4,14.8,36.2,2.364256,1.856567
28816,12.4,10.4,39.7,-.1786848,-.7377363
28901,21.6,19.8,46.7,7.573826,7.30008
28902,18.3,20.9,29.9,8.817279,9.014631
28903,20.4,19.8,32.7,7.096052,6.757725
28904,16,13.3,27.6,-.1514589,-1.207151
28905,10.8,8.4,26.3,-3.829612,-8.553694
28906,20.4,19.8,32.7,7.096052,6.757725
28909,11.3,7.4,38.2,-5.193578,-3.929127
29001,18.1,14.2,47.7,3.26554,2.787756
